player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Byron McNair,128017,QB,TENN STATE,8,71.5,151,172,7.7,2.99,5,7,3.8,61.6,106,0,94,1.9,213,2,50,308,22.0,55.6,58.4,49.4,3,6,226,2,21.3,80.3,9.4,20,21,1,12,7,9,4.0,1149,6.7
Cole Payton,148154,QB,N DAK ST,9,81.0,163,170,11.9,3.34,3,21,12.1,73.5,125,0,65,5.3,220,7,110,250,81.0,97.0,95.9,90.8,0,3,225,4,13.8,126.6,4.1,9,41,1,3,11,2,0.9,2002,11.8
Chase Mason,159444,QB,S DAK ST,7,71.6,162,170,9.7,2.61,1,7,3.9,65.3,111,0,54,4.3,211,5,79,292,58.4,82.1,78.9,70.9,1,1,225,0,27.8,110.4,7.1,15,25,0,6,11,2,0.9,1421,8.4
Kai Colon,167663,QB,PRINCETON,7,68.6,156,169,10.9,2.9,6,4,2.3,58.6,99,0,51,7.5,197,8,58,272,40.4,77.5,78.4,55.5,1,3,204,1,29.4,92.3,7.6,15,12,1,5,9,5,2.5,1260,7.5
Destin Wade,163784,QB,N ALABAMA,8,60.4,154,168,11.0,2.87,2,11,6.1,51.8,87,0,65,6.5,201,6,57,389,58.1,68.5,58.6,74.8,0,3,216,0,13.8,81.7,4.5,9,23,0,12,9,4,1.9,1051,6.3
Cal Swanson,174033,QB,HOLY CROSS,6,65.0,157,168,8.9,2.64,4,8,4.5,52.4,88,0,71,13.7,211,14,55,181,77.2,66.8,64.5,66.4,3,5,221,2,25.4,71.5,8.5,18,22,0,4,6,5,2.3,1058,6.3
C'zavian Teasett,178078,QB,GRAMBLING,7,67.9,156,166,8.7,2.72,2,5,3.0,58.4,97,0,51,8.5,181,9,57,177,30.1,62.1,62.3,57.9,0,4,183,1,11.8,87.2,3.3,6,9,0,8,9,7,3.8,1131,6.8
Ralph Rucker IV,144625,QB,BUCKNELL,6,74.4,156,166,9.8,3.07,1,11,6.4,66.9,111,0,90,4.3,212,5,80,125,66.8,81.5,81.0,64.6,1,4,224,0,22.2,105.6,9.4,20,26,1,7,10,8,3.6,1506,9.1
Dez Thomas II,177368,QB,GEORGETOWN,9,64.3,154,165,10.1,3.13,4,6,3.5,55.8,92,0,90,7.1,225,7,53,172,42.9,53.7,52.0,57.6,5,6,237,1,28.9,71.4,11.6,26,33,1,1,5,11,4.7,1103,6.7
Dom Nankil,182292,QB,SAN DIEGO,7,70.3,155,164,10.3,2.86,2,11,6.4,61.0,100,0,45,8.3,201,9,56,283,76.6,73.7,75.1,58.5,0,1,209,2,33.3,98.9,7.5,15,22,0,7,9,2,1.0,1190,7.3
Nate Bell,170673,QB,E WASHGTON,8,63.0,154,162,9.2,3.2,3,8,4.5,54.3,88,0,77,9.3,197,9,44,161,41.1,81.4,65.0,87.9,0,6,216,1,15.6,69.1,6.1,12,23,0,5,6,10,4.6,967,6.0
Chris Zellous,153319,QB,STNY BROOK,6,70.5,149,158,7.3,2.51,1,8,4.7,62.7,99,0,65,5.7,189,6,50,303,63.2,63.4,52.4,75.9,2,3,204,2,21.5,91.1,7.4,14,17,0,6,7,11,5.4,1137,7.2
Kevin White,178287,QB,NC A&T,6,65.8,149,158,11.0,2.92,1,7,4.2,57.6,91,0,77,7.1,199,7,54,246,55.9,63.4,62.3,62.0,2,4,208,4,24.7,82.7,9.5,19,22,2,4,6,6,2.9,1157,7.3
Reagan Andrew,161309,QB,BUTLER,6,76.2,147,157,6.3,2.26,5,6,3.7,67.5,106,0,37,5.4,174,6,59,127,47.7,72.0,68.5,67.2,1,2,179,0,18.9,99.1,4.0,7,9,1,3,8,5,2.8,1096,7.0
KJ Cooper,197019,QB,TEXAS STHN,7,73.2,149,156,9.3,3.03,1,9,5.4,58.3,91,1,78,16.5,195,18,58,313,54.7,79.1,69.2,85.9,1,5,206,4,14.1,74.7,5.6,11,28,1,4,6,8,3.9,920,5.9
Bryce Schondelmyer,171537,QB,DAYTON,7,74.3,148,156,9.9,2.42,1,12,7.6,66.7,104,0,38,5.5,173,6,59,150,48.9,86.9,87.0,58.9,2,0,175,0,21.1,128.9,4.6,8,5,0,5,16,2,1.1,1388,8.9
Andrew Body,155202,QB,ALABAMA ST,7,76.2,151,155,10.0,2.86,2,7,4.2,70.3,109,0,44,5.2,194,6,85,105,56.6,91.7,81.9,91.7,2,1,205,1,25.0,142.6,5.7,11,27,0,0,20,3,1.5,1674,10.8
Ron Peace,186224,QB,TXAMCO,5,63.8,141,153,11.6,2.55,2,14,8.9,54.9,84,0,64,6.7,177,6,56,1139,23.1,83.7,82.2,66.2,0,3,181,0,20.3,87.5,7.3,13,11,3,7,6,10,5.5,1277,8.3
Austin Myers,164221,QB,CENT ARK,5,65.2,141,153,11.9,2.55,3,7,4.3,57.5,88,0,49,4.3,166,4,48,132,50.2,68.4,67.6,57.2,1,6,174,0,20.4,84.3,6.0,10,2,0,8,9,6,3.4,1140,7.5
JaCobian Morgan,123050,QB,JACKSON ST,6,69.9,136,150,10.7,2.63,4,12,7.7,61.3,92,0,47,3.2,171,3,60,194,65.0,90.6,84.7,82.3,1,2,177,0,8.5,104.9,2.3,4,17,2,7,11,4,2.3,1183,7.9
Zach Tanner,159923,QB,ROB MORRIS,7,58.8,136,149,10.3,2.57,6,5,3.2,49.0,73,0,50,8.8,168,7,48,277,49.9,57.9,57.9,58.2,0,2,174,3,24.0,81.9,7.1,12,7,1,6,9,4,2.3,876,5.9
Ryan Stubblefield,123838,QB,SCAR STATE,7,69.9,136,144,9.6,2.41,1,9,6.1,56.3,81,0,44,14.7,172,14,56,290,65.7,74.9,71.6,77.2,2,2,175,7,25.0,84.3,6.4,11,16,0,5,5,3,1.7,1020,7.1
Nate Hampton,147548,QB,GARD-WEBB,6,67.4,129,143,12.8,3.13,1,14,9.5,58.7,84,0,54,3.4,178,3,56,171,37.0,77.3,80.7,60.1,3,1,184,0,14.8,107.8,4.5,8,27,0,10,10,4,2.2,1247,8.7
Braden Davis,158114,QB,HAMPTON,8,72.1,129,141,7.3,2.8,4,2,1.3,61.7,87,0,52,6.5,175,6,47,178,43.1,51.4,48.5,58.7,1,7,195,3,40.4,70.4,12.0,21,13,1,6,4,7,3.6,952,6.8
Keegan Patterson,158465,QB,INDIANA ST,7,66.4,125,141,10.4,2.51,5,7,4.9,53.9,76,0,70,8.4,163,7,31,191,76.5,62.2,57.6,69.8,7,3,167,2,17.1,71.3,7.4,12,10,1,3,5,5,3.0,722,5.1
Abram Johnston,192360,QB,NWSTATE,7,60.3,131,141,8.3,2.78,5,4,2.7,53.2,75,0,50,5.1,167,4,38,257,59.0,54.0,44.5,69.3,0,7,175,0,26.0,64.3,7.8,13,12,0,5,6,8,4.6,827,5.9
Carson Camp,141837,QB,SE LA,9,82.5,126,140,7.5,2.62,7,6,4.3,65.7,92,0,44,11.5,164,12,54,294,57.6,78.9,79.9,63.1,1,4,165,2,22.7,109.8,6.1,10,13,0,6,11,4,2.4,1299,9.3
Kaiden Bennett,147778,QB,DELWARE ST,8,62.6,131,137,9.8,2.75,4,6,4.0,56.2,77,0,53,6.1,169,5,58,152,50.2,63.8,53.3,75.5,1,3,188,6,22.6,81.9,7.1,12,19,0,1,5,5,2.7,985,7.2
Eric Rodriguez,160057,QB,TXAMCO,7,70.4,125,135,10.7,2.84,3,14,10.3,60.0,81,0,56,8.0,170,7,51,1139,50.7,82.1,81.0,68.1,0,4,172,2,23.2,83.2,7.6,13,20,0,7,6,9,5.2,927,6.9
Cameron Peters,123326,QB,PRVIEW A&M,7,78.4,125,135,9.1,2.39,3,7,4.8,61.5,83,0,39,15.3,140,15,44,270,66.4,82.4,83.7,62.0,3,1,156,2,0.0,96.5,0.0,0,5,0,4,6,4,2.6,1019,7.5
Brady Stober,203110,QB,SAMFORD,7,72.7,121,131,8.2,2.76,3,4,3.0,62.6,82,0,47,6.8,163,6,40,282,68.3,55.0,50.5,65.6,5,6,167,0,31.9,74.6,9.2,15,16,0,2,5,8,4.8,841,6.4
Eric Handley,185928,QB,ALAB A&M,7,70.3,118,130,9.2,2.52,4,4,2.9,60.8,79,0,34,4.8,145,4,42,104,33.1,56.4,60.3,42.6,2,5,151,0,17.6,83.3,4.1,6,9,2,4,7,8,5.3,895,6.9
Cornelious Brown IV,98356,QB,ALAB A&M,4,78.3,115,125,7.6,2.51,4,6,4.6,64.0,80,0,42,11.1,139,10,51,104,44.6,71.8,68.8,67.6,1,1,146,1,9.5,106.0,2.9,4,9,0,5,7,7,4.8,1059,8.5
Aiden McCown,178971,QB,LAMAR,7,74.1,112,121,8.8,3.1,1,4,3.1,63.6,77,0,47,7.2,153,6,47,204,56.8,65.5,66.4,57.9,1,4,165,0,14.9,93.2,4.6,7,25,0,7,7,4,2.4,945,7.8
Chris Irvin,146491,QB,W ILLINOIS,5,62.2,111,119,10.2,2.49,1,5,3.9,49.6,59,0,50,14.5,135,10,33,345,62.4,66.6,65.5,62.8,5,3,147,2,22.0,69.8,8.1,11,5,0,2,5,3,2.1,653,5.5
Chase Goodwin,171117,QB,COLUMBIA,4,64.5,107,119,10.3,2.9,1,4,3.1,50.4,60,0,41,13.0,134,9,35,145,75.0,65.4,60.2,71.4,3,4,143,1,14.6,63.7,4.5,6,9,0,8,3,4,2.8,720,6.1
Kobe Muasau,185530,QB,MORGAN ST,6,73.9,111,118,7.1,2.51,2,6,4.8,63.6,75,0,52,8.5,138,7,36,235,23.6,65.7,68.3,53.2,0,3,149,2,19.2,84.9,7.2,10,8,0,5,4,9,6.2,825,7.0
Kael Alexander,189294,QB,STETSON,5,70.4,108,115,10.1,2.46,1,7,5.9,59.1,68,0,27,10.5,121,8,37,302,57.0,61.1,64.1,49.5,0,4,124,2,7.4,88.2,1.7,2,4,0,6,7,6,4.8,856,7.4
Jackson Gilkey,174092,QB,WEBER ST,5,59.8,112,115,11.5,2.39,1,8,6.6,51.3,59,0,30,11.9,126,8,31,342,55.1,65.1,59.8,67.7,0,9,132,0,20.0,48.9,4.8,6,4,0,2,4,9,6.8,693,6.0
J.T. Fayard,172783,QB,WOFFORD,4,77.4,106,112,7.9,2.4,1,8,6.7,67.0,75,0,37,8.5,123,7,24,350,28.7,67.7,71.4,44.1,0,3,131,0,21.6,82.2,6.5,8,3,1,4,4,5,3.8,634,5.7
Bo Kelly,158923,QB,CAL POLY,7,68.6,105,112,10.4,2.72,2,8,6.5,56.3,63,0,44,12.5,123,9,31,129,74.2,64.5,63.2,59.2,1,2,136,1,13.6,88.9,4.9,6,5,0,4,7,5,3.7,714,6.4
Cole Pennington,156787,QB,GARD-WEBB,7,67.9,106,111,11.6,2.83,0,9,7.7,62.2,69,0,44,4.2,140,3,44,171,45.4,73.0,75.7,53.9,2,4,149,0,34.1,80.1,10.7,15,14,0,3,3,5,3.4,858,7.7
Connor Wolf,191443,QB,E ILLINOIS,7,66.3,101,110,10.2,2.8,3,5,4.5,58.2,64,0,56,4.5,129,3,40,158,60.8,62.4,62.6,60.3,0,4,132,1,19.6,92.2,8.5,11,8,0,6,7,5,3.8,939,8.5
Reggie Graff,165710,QB,UTAHTC,9,68.6,102,109,6.7,2.43,2,2,1.8,54.1,59,0,31,15.7,124,11,35,1285,56.6,70.5,61.5,73.2,3,4,131,2,12.9,60.7,3.2,4,10,0,2,3,4,3.1,514,4.7
Ty Dieffenbach,170114,QB,CAL POLY,7,67.0,106,109,11.2,2.46,2,10,8.6,59.6,65,0,24,8.5,129,6,47,129,39.9,64.6,67.1,54.8,0,6,137,0,20.8,88.9,3.9,5,15,0,1,7,5,3.6,1012,9.3
Johnny Weber,192878,QB,SE MO ST,4,71.8,103,107,8.9,2.6,1,4,3.4,59.8,64,0,28,13.5,122,10,35,293,43.1,62.9,67.3,44.4,0,4,132,0,28.6,84.4,6.6,8,7,0,3,6,5,3.8,754,7.0
Kyle Wickersham,148418,QB,RICHMOND,6,78.6,98,106,6.3,2.72,3,6,5.3,67.0,71,0,49,7.8,122,6,31,276,37.6,65.6,64.5,62.8,4,2,130,1,16.3,91.1,6.6,8,7,0,1,4,3,2.3,725,6.8
Cole LaCrue,170324,QB,E ILLINOIS,7,63.9,97,106,10.3,2.93,5,5,4.5,54.7,58,0,48,6.5,138,4,42,158,62.7,83.0,59.7,90.3,3,5,144,1,39.6,61.9,13.8,19,13,0,1,3,5,3.5,621,5.9
Jack Stevens,185814,QB,WAGNER,7,67.7,99,105,6.9,2.47,4,3,2.7,60.0,63,0,47,6.0,137,4,28,338,65.2,41.6,31.9,68.8,1,8,149,4,40.4,44.5,13.9,19,13,0,1,2,8,5.5,450,4.3
Jaden Keefner,174907,QB,BRYANT,4,60.2,98,105,11.3,2.6,1,4,3.5,49.5,52,0,35,11.9,118,7,40,124,77.7,75.5,72.4,68.2,2,3,126,0,5.7,64.6,1.7,2,11,0,4,3,4,3.2,595,5.7
Robert Coleman,76149,QB,LAMAR,5,72.3,94,103,5.5,2.7,1,1,1.0,60.2,62,0,47,8.8,123,6,27,204,46.1,57.9,64.1,50.4,0,3,126,4,29.8,69.5,11.4,14,6,0,8,2,1,0.8,566,5.5
Chris Dietrich,190659,QB,BUCKNELL,4,69.1,94,102,9.9,2.9,2,5,4.8,60.8,62,0,41,4.6,125,3,37,125,72.8,66.4,67.5,55.2,4,4,128,0,22.0,85.0,7.2,9,14,1,1,6,4,3.1,709,7.0
Raymond Moore III,201451,QB,MORGAN ST,5,62.8,94,100,10.5,3.0,3,2,1.9,52.0,52,0,40,11.9,130,7,45,235,33.5,62.9,48.8,81.4,2,4,138,1,17.5,75.0,5.4,7,23,0,1,6,9,6.5,631,6.3
Cardell Williams,156190,QB,SACRAMENTO,6,62.2,98,100,12.4,2.84,0,9,8.6,58.0,58,0,28,4.9,113,3,34,279,66.0,67.9,59.5,70.3,1,4,119,1,28.6,92.2,7.1,8,5,0,1,6,11,9.2,923,9.2
Ashton Strother,208047,QB,SOUTHERN U,5,60.4,91,99,10.8,2.95,0,2,1.9,52.5,52,0,40,5.5,119,3,34,297,45.4,57.1,60.2,51.6,0,2,127,1,17.5,67.2,5.9,7,13,1,7,1,2,1.6,626,6.3
Luther Richesson,183971,QB,CENT ARK,5,72.3,94,99,9.3,2.6,0,5,4.7,61.6,61,0,35,10.3,121,7,37,132,51.1,77.7,70.2,77.3,3,3,129,1,45.7,91.6,13.2,16,6,1,1,6,4,3.1,726,7.3
Richard Torres,156456,QB,INCAR WORD,4,73.9,92,97,8.4,2.39,1,5,5.0,69.1,67,0,27,1.5,108,1,32,189,54.4,67.4,68.8,48.5,0,4,111,0,29.6,73.0,7.4,8,3,0,4,1,4,3.6,631,6.5
Dijon Jennings,156891,QB,WEBER ST,5,72.5,91,97,8.0,2.59,2,2,1.9,63.9,62,0,28,6.1,111,4,31,342,63.5,62.2,62.8,55.4,2,4,125,0,17.9,72.3,4.5,5,9,0,2,3,4,3.3,555,5.7
Tevin Carter,157995,QB,PRVIEW A&M,6,67.4,89,96,7.4,2.76,1,8,7.5,56.3,54,0,39,10.0,116,6,23,270,50.4,72.2,63.1,73.2,2,1,128,0,12.8,70.8,4.3,5,15,0,4,1,4,3.1,523,5.4
Rowan Keefe,165386,QB,VALPO,8,68.1,94,96,9.6,2.49,2,7,6.9,58.3,56,0,28,12.5,114,8,33,332,25.5,55.9,64.8,37.7,0,11,121,2,28.6,52.2,7.0,8,10,0,0,3,8,6.6,706,7.4
Ari Patu,146360,QB,N ALABAMA,6,59.1,88,95,8.9,2.5,1,2,1.9,50.5,48,0,24,7.7,105,4,25,389,34.4,49.7,47.4,58.0,0,4,115,0,20.8,66.9,4.8,5,5,0,6,5,7,6.1,517,5.4
Timmy McClain,144488,QB,BETH COOK,7,77.6,85,94,7.5,2.66,0,5,5.0,70.2,66,0,48,0.0,108,0,39,119,31.3,60.6,56.4,66.2,2,2,114,2,12.5,86.9,5.6,6,8,2,5,2,8,7.0,633,6.7
Tyler Voss,157830,QB,SAN DIEGO,5,62.2,90,92,8.1,2.43,1,2,2.1,58.7,54,0,19,3.6,96,2,20,283,73.5,53.4,51.8,70.4,0,0,101,4,10.5,81.5,2.1,2,2,1,0,3,2,2.0,433,4.7
Zach Osborne,160474,QB,COLGATE,4,66.7,84,89,12.0,2.31,4,8,8.4,57.3,51,0,32,8.9,101,5,37,142,76.9,82.5,78.4,72.1,0,2,107,0,9.4,101.3,3.0,3,9,0,1,6,4,3.7,820,9.2
Jordan Barton,86281,QB,WAGNER,6,71.6,81,88,8.0,2.97,4,5,5.4,60.2,53,0,42,8.6,115,5,30,338,22.3,54.3,62.1,44.9,1,3,120,2,21.4,79.0,7.8,9,18,0,2,4,6,5.0,545,6.2
Logan Inagawa,206029,QB,DRAKE,6,77.8,81,87,9.0,3.1,1,4,4.3,71.3,62,0,45,1.6,107,1,44,153,67.7,77.4,74.1,69.2,0,3,115,0,6.7,107.9,2.8,3,15,0,5,7,6,5.3,709,8.1
Danny Lauter,162145,QB,GEORGETOWN,3,73.2,82,86,8.7,2.22,0,1,1.1,62.8,54,0,25,10.0,89,6,34,172,52.2,68.3,71.3,41.7,3,1,94,0,4.0,99.0,1.1,1,2,1,0,5,2,2.1,621,7.2
Kyle Lowe,156595,QB,SE LA,9,76.5,81,85,5.8,2.22,2,3,3.4,68.2,58,0,21,6.5,96,4,36,294,39.9,79.8,85.0,61.4,1,2,98,0,19.0,111.7,4.2,4,6,0,1,7,1,1.0,716,8.4
Bennett Judy,177955,QB,W CAROLINA,3,75.7,74,83,7.1,2.25,3,0,0.0,60.2,50,0,35,10.7,92,6,19,344,59.3,64.4,63.8,64.4,2,2,97,1,17.1,75.6,6.5,6,3,0,4,3,3,3.1,424,5.1
Cam'Ron McCoy,157481,QB,SOUTHERN U,6,64.9,74,80,10.2,2.67,2,7,8.6,47.5,38,1,40,20.8,105,10,22,297,28.1,61.7,58.7,64.4,4,2,106,2,25.0,65.5,9.5,10,15,0,0,3,6,5.7,417,5.2
Jared Taylor,170695,QB,E WASHGTON,3,59.5,74,79,7.9,2.58,1,0,0.0,50.6,40,0,33,9.1,82,4,15,161,80.7,59.5,47.6,70.2,1,0,85,0,3.0,62.6,1.2,1,2,0,3,0,2,2.4,348,4.4
Bryce Patterson,160569,QB,MOREHEAD,5,62.0,71,78,11.5,3.08,3,4,4.8,55.1,43,0,37,2.3,101,1,33,234,54.9,49.2,48.7,56.0,3,4,106,0,16.2,63.8,5.9,6,17,0,1,2,6,5.7,536,6.9
Luca Stanzani,159449,QB,LIUSHAR,5,66.2,71,77,8.9,2.53,4,1,1.2,58.4,45,0,21,4.3,93,2,30,1298,63.7,64.7,51.6,72.0,0,2,97,1,28.6,72.4,6.5,6,10,0,2,2,4,4.1,440,5.7
Caleb Sanchez,191601,QB,COLUMBIA,4,60.9,69,75,9.7,2.81,3,2,2.6,50.7,38,0,26,9.5,81,4,21,145,71.8,47.6,47.0,57.5,0,1,84,0,15.4,70.5,4.9,4,2,0,3,2,3,3.6,411,5.5
Luke Marble,188423,QB,S DAK ST,5,65.2,66,73,8.6,2.84,2,5,6.6,57.5,42,0,30,2.3,87,1,23,292,54.8,54.8,54.6,55.8,2,2,91,2,20.0,85.4,6.9,6,8,0,3,4,8,8.9,500,6.8
Colin Parachek,160568,QB,ALBANY,3,57.4,68,72,12.0,2.93,0,1,1.4,44.4,32,0,27,17.9,89,7,25,106,53.3,55.4,52.7,64.4,1,2,90,1,18.5,50.2,5.6,5,12,0,3,1,4,4.4,312,4.3
Jayden Whitaker,186934,QB,WOFFORD,4,59.7,67,72,9.3,2.9,1,4,5.1,48.6,35,1,40,12.5,89,5,18,350,32.6,56.0,56.8,55.4,1,1,95,1,25.0,73.1,11.2,10,7,0,3,2,3,3.2,468,6.5
Maddox Kopp,144251,QB,HOUCHR,5,65.6,64,71,12.4,3.15,1,4,5.4,54.9,39,0,31,7.1,92,3,23,183,54.3,61.4,62.9,54.1,1,2,97,0,32.3,72.5,10.9,10,11,1,4,2,3,3.1,460,6.5
Braden Graham,191899,QB,HOLY CROSS,4,65.7,70,71,7.5,2.04,0,0,0.0,56.3,40,0,16,13.0,75,6,20,181,71.6,45.2,43.5,60.1,0,2,79,0,18.8,63.3,4.0,3,0,0,1,2,5,6.4,283,4.0
Ashten Snelsire,159175,QB,RICHMOND,5,60.0,70,71,11.2,2.68,0,6,7.7,54.9,39,0,23,7.1,78,3,30,276,78.2,49.0,42.3,62.8,0,5,85,0,17.4,82.3,5.1,4,3,0,1,6,9,10.6,607,8.5
Devin Page,177490,QB,CORNELL,3,54.0,63,67,8.3,2.99,1,3,4.3,47.8,32,0,25,5.9,75,2,22,147,38.5,46.8,37.6,66.9,1,7,80,0,12.0,39.4,4.0,3,5,0,2,3,8,10.0,357,5.3
Isaiah Freeman,167256,QB,HAMPTON,4,65.0,60,65,9.0,2.57,1,0,0.0,53.8,35,0,27,10.3,78,4,19,178,45.4,54.9,40.4,71.7,2,2,83,1,25.9,71.5,9.0,7,6,0,2,3,3,3.6,343,5.3
Chris Howell,171592,QB,LIUSHAR,5,50.0,62,65,13.0,2.88,2,3,4.6,40.0,26,0,22,16.1,74,5,16,1298,56.5,54.7,45.4,67.4,0,4,74,0,18.2,32.7,5.4,4,5,0,1,1,6,8.1,278,4.3
Daniel Greek,126950,QB,TARLETON,6,73.8,61,65,16.2,2.7,0,9,13.4,64.6,42,0,17,6.7,72,3,31,401,59.5,92.2,93.9,61.7,2,1,75,0,11.8,125.5,2.8,2,5,1,1,6,2,2.7,705,10.8
Davis Harsin,186187,QB,IDAHO ST,5,74.1,58,64,8.9,2.61,2,2,2.9,57.8,37,0,18,14.0,67,6,22,186,54.3,73.7,72.0,67.3,1,2,72,2,0.0,105.4,0.0,0,3,0,3,7,1,1.4,487,7.6
Jonathan Palmer,201866,QB,TENN STATE,4,62.7,51,59,7.9,2.46,0,1,1.6,50.8,30,0,30,6.3,65,2,11,308,71.6,56.5,56.2,61.1,2,2,70,1,16.7,56.3,7.7,5,1,0,6,1,0,0.0,288,4.9
Chase Spellman,185234,QB,DRAKE,3,74.1,54,59,6.4,2.56,1,1,1.6,66.1,39,0,20,2.5,71,1,23,153,51.8,54.5,50.1,64.1,2,2,76,2,20.0,90.8,5.6,4,7,2,0,2,5,6.7,516,8.7
Brock Riddle,185493,QB,INDIANA ST,5,52.7,55,59,10.0,2.55,1,2,3.3,45.8,27,0,26,6.9,69,2,15,191,28.7,50.8,56.8,39.9,3,3,71,0,19.2,58.7,7.2,5,5,0,0,3,4,5.6,322,5.5
Colton Fitzgerald,145980,QB,W GEORGIA,4,54.7,53,58,9.2,2.38,1,2,3.2,44.8,26,0,9,10.3,62,3,15,1177,46.5,43.7,43.3,55.4,1,2,66,0,11.1,55.4,1.6,1,3,0,3,1,4,6.1,342,5.9
Will O'Dell,206486,QB,MARIST,5,71.7,53,57,8.3,2.63,2,4,6.0,61.4,35,0,24,7.9,75,3,19,213,22.9,53.2,54.3,55.3,1,4,87,0,16.7,52.8,5.3,4,13,0,1,1,4,4.6,314,5.5
Quentin Hayes,186423,QB,CITADEL,9,64.7,51,54,11.6,2.89,0,6,10.2,61.1,33,0,23,0.0,69,0,21,139,27.4,71.1,55.9,72.7,2,1,74,1,34.8,124.4,11.6,8,7,0,1,6,5,6.8,545,10.1
Ean Rodrigue,178002,QB,NICHOLLS,5,78.0,50,53,6.4,2.62,2,0,0.0,71.7,38,0,13,2.6,60,1,20,243,57.5,71.1,70.2,61.4,0,0,65,0,15.4,120.2,3.3,2,5,0,1,4,0,0.0,423,8.0
Jacolby Criswell,122830,QB,E TENN ST,5,69.6,46,53,11.4,2.63,0,4,7.3,56.6,30,0,23,6.3,64,2,18,157,75.6,79.6,69.8,72.4,2,1,67,0,21.7,88.1,7.8,5,6,1,4,3,1,1.5,354,6.7
Isaac Lee,202007,QB,W CAROLINA,4,70.2,47,51,7.2,2.48,0,0,0.0,60.8,31,0,19,6.1,60,2,14,344,32.8,53.9,51.0,61.0,2,2,62,0,15.8,71.3,5.0,3,5,0,2,2,3,4.8,267,5.2
Chris Stephenson,178446,QB,STETSON,5,58.3,48,51,6.7,2.71,0,0,0.0,54.9,28,0,27,0.0,69,0,16,302,26.6,60.8,37.7,72.1,2,2,72,1,25.9,57.8,10.1,7,11,0,1,1,4,5.6,242,4.7
Caron Tyler,177813,QB,VALPO,6,64.6,48,51,6.4,2.68,2,1,1.9,58.8,30,0,27,3.2,76,1,17,332,75.2,44.6,51.2,46.6,1,2,78,0,33.3,62.8,11.8,9,16,0,0,1,3,3.8,263,5.2
Cooper Panteck,203080,QB,ROB MORRIS,2,54.2,48,50,13.1,2.53,0,3,5.7,52.0,26,0,17,0.0,54,0,14,277,43.6,46.3,49.6,43.6,0,4,57,0,17.6,45.9,5.6,3,1,0,2,1,5,8.8,326,6.5
Jarrin Alley,191827,QB,BUTLER,3,56.5,46,49,6.3,2.42,0,1,2.0,53.1,26,0,13,0.0,54,0,11,127,72.3,49.2,47.1,58.5,1,2,56,0,23.1,48.7,5.6,3,2,0,2,0,2,3.6,228,4.7
Blaine Hipa,167662,QB,PRINCETON,7,74.4,43,49,8.7,2.91,1,3,5.8,61.2,30,0,17,6.3,60,2,19,272,29.1,63.7,62.0,61.8,1,0,64,1,29.4,81.5,8.3,5,5,0,4,0,1,1.6,334,6.8
Cobey Thompkins,192469,QB,CITADEL,9,72.9,48,48,11.3,2.78,0,5,9.8,64.6,31,0,18,11.4,63,4,19,139,29.8,66.3,66.5,62.1,0,1,67,3,33.3,115.6,9.5,6,9,0,0,4,3,4.5,468,9.8
Jett Peddy,200923,QB,FL A&M,3,60.5,43,47,8.4,2.24,3,3,6.3,44.7,21,0,9,19.2,52,5,11,164,70.9,63.0,64.6,52.8,0,4,53,0,33.3,26.7,5.8,3,2,0,1,0,2,3.8,258,5.5
Frankie Weaver,191675,QB,MONMOUTH,2,72.7,44,46,5.3,2.26,2,1,2.2,65.2,30,0,11,6.3,50,2,17,231,37.1,42.5,39.3,,0,3,50,0,36.4,76.4,8.0,4,0,0,0,2,3,6.0,360,7.8
Jack Wagner,175111,QB,IDAHO,2,73.8,42,45,8.0,3.11,2,1,2.1,64.4,29,0,23,6.5,58,2,17,185,45.2,63.4,64.9,59.8,0,3,60,0,21.7,72.8,8.6,5,8,0,1,2,3,5.0,324,7.2
Ethan Drumm,202066,QB,WOFFORD,2,61.9,42,44,13.0,2.48,0,3,6.8,45.5,20,0,22,23.1,53,6,9,350,41.8,54.9,63.6,35.7,1,0,54,0,22.7,89.8,9.4,5,4,0,1,3,2,3.7,286,6.5
Gunner Chenier,189305,QB,STETSON,5,65.9,41,43,8.8,2.41,0,1,2.3,55.8,24,0,15,11.1,49,3,8,302,75.8,63.6,64.8,61.0,1,2,49,1,20.0,54.0,6.1,3,3,0,1,1,2,4.1,176,4.1
Jackson Akins,191379,QB,CAL POLY,3,55.0,40,42,8.5,2.43,1,0,0.0,47.6,20,0,17,9.1,48,2,9,129,26.7,33.0,36.6,45.8,0,4,52,0,11.8,34.0,4.2,2,4,0,1,1,4,7.7,241,5.7
Jaden Rashada,171886,QB,SACRAMENTO,6,54.3,35,41,17.8,2.93,1,3,7.1,39.0,16,0,25,15.8,51,3,8,279,39.1,56.3,64.9,43.4,1,1,52,1,12.0,56.9,5.9,3,7,0,4,1,2,3.8,239,5.8
